-9.499914012849330902e-03, -5.386264063417911530e-03
-9.924289770424365997e-03, -5.179270636290311813e-03
-1.038746535778045654e-02, -5.965320393443107605e-03
-9.690675884485244751e-03, -7.146805059164762497e-03
-9.323164820671081543e-03, -8.748797699809074402e-03
-8.804433047771453857e-03, -1.018310431391000748e-02
-9.197089821100234985e-03, -1.085945125669240952e-02
-8.995347656309604645e-03, -1.099348347634077072e-02
-7.701923605054616928e-03, -1.156825758516788483e-02
-6.787831429392099380e-03, -1.125864684581756592e-02
-6.218827329576015472e-03, -1.058770529925823212e-02
-5.079266615211963654e-03, -1.098920404911041260e-02
-3.672880586236715317e-03, -9.975386783480644226e-03
-2.358368132263422012e-03, -9.161269292235374451e-03
-8.535755914635956287e-04, -9.429840371012687683e-03
-3.368222096469253302e-04, -9.207729250192642212e-03
6.016903207637369633e-04, -9.152462705969810486e-03
1.455781864933669567e-03, -8.993023075163364410e-03
2.269442658871412277e-03, -9.185758419334888458e-03
3.238308476284146309e-03, -9.771295823156833649e-03
3.891832660883665085e-03, -1.086234115064144135e-02
5.495231132954359055e-03, -1.101911161094903946e-02
6.209057755768299103e-03, -1.095176301896572113e-02
7.110575214028358459e-03, -1.040976401418447495e-02
8.048322983086109161e-03, -9.737387299537658691e-03
9.081183932721614838e-03, -8.851638995110988617e-03
1.019501034170389175e-02, -7.943560369312763214e-03
1.097898930311203003e-02, -7.226873189210891724e-03
1.224685925990343094e-02, -5.732788704335689545e-03
1.318262144923210144e-02, -5.094453226774930954e-03
1.357842143625020981e-02, -4.299744497984647751e-03
1.335749402642250061e-02, -3.566243685781955719e-03
1.296953391283750534e-02, -2.311520511284470558e-03
1.290331035852432251e-02, -2.194827888160943985e-03
1.198947709053754807e-02, -1.531177083961665630e-03
1.238826289772987366e-02, -5.750271957367658615e-04
1.201603189110755920e-02, 1.065720454789698124e-03
1.298480294644832611e-02, 1.425200025551021099e-03
1.358935423195362091e-02, 1.925887656398117542e-03
1.423070207238197327e-02, 2.201497787609696388e-03
1.512672659009695053e-02, 2.914306242018938065e-03
1.561784185469150543e-02, 2.670320915058255196e-03
1.542984414845705032e-02, 3.140052547678351402e-03
1.515899412333965302e-02, 3.899796167388558388e-03
1.519510336220264435e-02, 5.096345208585262299e-03
1.523277722299098969e-02, 6.206805352121591568e-03
1.452289707958698273e-02, 7.110344246029853821e-03
1.405299082398414612e-02, 6.991718895733356476e-03
1.309242751449346542e-02, 6.651123519986867905e-03
1.176863256841897964e-02, 6.666022352874279022e-03
9.494609199464321136e-03, 6.446643732488155365e-03
7.656323723495006561e-03, 6.322912406176328659e-03
6.642556283622980118e-03, 6.086830515414476395e-03
5.858178716152906418e-03, 5.460483953356742859e-03
5.925292614847421646e-03, 4.893010947853326797e-03
5.816157441586256027e-03, 4.561513196676969528e-03
6.396694108843803406e-03, 3.847862593829631805e-03
5.545563995838165283e-03, 3.749528434127569199e-03
4.103652201592922211e-03, 3.884226782247424126e-03
2.599542727693915367e-03, 4.769064951688051224e-03
1.421712455339729786e-03, 4.589667543768882751e-03
-3.230485599488019943e-04, 6.104188505560159683e-03
-1.059493049979209900e-03, 6.444309372454881668e-03
-1.573667977936565876e-03, 6.735250819474458694e-03
-2.100822748616337776e-03, 7.102628704160451889e-03
-2.898223465308547020e-03, 7.054414134472608566e-03
-2.649172907695174217e-03, 6.655106786638498306e-03
-2.104203682392835617e-03, 5.707358010113239288e-03
-1.854572677984833717e-03, 5.383857991546392441e-03
-1.707867137156426907e-03, 5.504863802343606949e-03
-2.204953925684094429e-03, 5.619707517325878143e-03
-3.625067183747887611e-03, 6.308618001639842987e-03
-4.517125897109508514e-03, 5.750679876655340195e-03
-4.789864178746938705e-03, 5.847275257110595703e-03
-5.885509774088859558e-03, 5.301668774336576462e-03
-6.590813864022493362e-03, 4.883551504462957382e-03
-7.015059236437082291e-03, 5.088509991765022278e-03
-7.072359789162874222e-03, 4.791238810867071152e-03
-8.508025668561458588e-03, 4.890829324722290039e-03
-8.889023214578628540e-03, 5.236134864389896393e-03
-9.657975286245346069e-03, 5.189782008528709412e-03
-9.750305674970149994e-03, 5.527268163859844208e-03
-9.744349867105484009e-03, 6.185164675116539001e-03
-1.081666164100170135e-02, 6.008684635162353516e-03
-1.091707032173871994e-02, 6.201487034559249878e-03
-1.145770028233528137e-02, 5.993308499455451965e-03
-1.207277737557888031e-02, 5.913609173148870468e-03
-1.281478535383939743e-02, 5.334910470992326736e-03
-1.340739428997039795e-02, 5.483362358063459396e-03
-1.315959915518760681e-02, 4.965436644852161407e-03
-1.436144020408391953e-02, 4.858199041336774826e-03
-1.531624794006347656e-02, 4.612748976796865463e-03
-1.579719409346580505e-02, 3.749814350157976151e-03
-1.562635414302349091e-02, 2.599188359454274178e-03
-1.422089245170354843e-02, 7.543954416178166866e-04
-1.258151233196258545e-02, -2.849664888344705105e-04
-1.218581479042768478e-02, -1.004538265988230705e-03
-1.103153266012668610e-02, -2.203157171607017517e-03
-1.094328518956899643e-02, -2.782020252197980881e-03
-1.060700509697198868e-02, -4.038520157337188721e-03
