2.307747863233089447e-02, -1.126854214817285538e-02
2.259775809943675995e-02, -1.030572131276130676e-02
2.234720624983310699e-02, -8.779771625995635986e-03
2.163619920611381531e-02, -8.183768950402736664e-03
2.108627185225486755e-02, -7.163335103541612625e-03
1.985512115061283112e-02, -6.141293328255414963e-03
1.856272667646408081e-02, -4.999483469873666763e-03
1.728131435811519623e-02, -3.818843979388475418e-03
1.527774147689342499e-02, -3.018225310370326042e-03
1.387393195182085037e-02, -2.356813987717032433e-03
1.258122920989990234e-02, -2.271641511470079422e-03
1.146635133773088455e-02, -1.630733371712267399e-03
1.019134093075990677e-02, -7.672169012948870659e-04
9.735078550875186920e-03, -4.749720392283052206e-04
8.496499620378017426e-03, 4.646297893486917019e-04
7.844965904951095581e-03, 1.883189659565687180e-03
7.658170536160469055e-03, 3.213778138160705566e-03
8.489276282489299774e-03, 4.438151139765977859e-03
8.822818286716938019e-03, 6.413521245121955872e-03
7.996525615453720093e-03, 7.719255052506923676e-03
7.222245912998914719e-03, 8.152603171765804291e-03
7.693419698625802994e-03, 9.798164479434490204e-03
7.080323062837123871e-03, 1.091375481337308884e-02
6.282474379986524582e-03, 1.107421051710844040e-02
6.589530967175960541e-03, 1.187660824507474899e-02
6.349066272377967834e-03, 1.351640187203884125e-02
6.195042748004198074e-03, 1.568610221147537231e-02
5.738830193877220154e-03, 1.724479906260967255e-02
4.814065061509609222e-03, 1.904597133398056030e-02
3.778540529310703278e-03, 2.123143337666988373e-02
3.240478457883000374e-03, 2.278241328895092010e-02
1.912543317303061485e-03, 2.387915179133415222e-02
4.022353095933794975e-04, 2.405691519379615784e-02
-2.023346722126007080e-03, 2.410295978188514709e-02
-3.327709855511784554e-03, 2.409870363771915436e-02
-4.618671257048845291e-03, 2.455133572220802307e-02
-6.548251491039991379e-03, 2.478829212486743927e-02
-7.793133612722158432e-03, 2.444243989884853363e-02
-8.301929570734500885e-03, 2.340275049209594727e-02
-8.870620280504226685e-03, 2.224864810705184937e-02
-1.000932976603507996e-02, 2.021371573209762573e-02
-1.045195478945970535e-02, 1.866017095744609833e-02
-1.070951763540506363e-02, 1.746443845331668854e-02
-1.091449987143278122e-02, 1.746586337685585022e-02
-1.076767966151237488e-02, 1.692378893494606018e-02
-1.044192072004079819e-02, 1.673980802297592163e-02
-1.106840837746858597e-02, 1.646035537123680115e-02
-1.162790134549140930e-02, 1.582396402955055237e-02
-1.240403484553098679e-02, 1.455228496342897415e-02
-1.287668384611606598e-02, 1.315426174551248550e-02
-1.338687259703874588e-02, 1.173351891338825226e-02
-1.355242077261209488e-02, 1.044504437595605850e-02
-1.312385033816099167e-02, 8.892185054719448090e-03
-1.261683180928230286e-02, 7.822289131581783295e-03
-1.190249063074588776e-02, 5.806656554341316223e-03
-1.161012705415487289e-02, 4.412711597979068756e-03
-1.079857721924781799e-02, 3.221826395019888878e-03
-1.131266169250011444e-02, 2.328849397599697113e-03
-1.152314059436321259e-02, 1.195992808789014816e-03
-1.166335958987474442e-02, -7.488661140087060630e-06
-1.143024209886789322e-02, -1.068449229933321476e-03
-1.145580131560564041e-02, -2.589614130556583405e-03
-1.110903546214103699e-02, -4.025373142212629318e-03
-9.541790932416915894e-03, -4.926417488604784012e-03
-8.569806814193725586e-03, -6.602883338928222656e-03
-8.773533627390861511e-03, -8.396738208830356598e-03
-9.607554413378238678e-03, -9.659150615334510803e-03
-9.497182443737983704e-03, -1.094644796103239059e-02
-9.895833209156990051e-03, -1.271557342261075974e-02
-9.930163621902465820e-03, -1.438511908054351807e-02
-9.819166734814643860e-03, -1.560203265398740768e-02
-9.817685000598430634e-03, -1.572938077151775360e-02
-9.821483865380287170e-03, -1.659354567527770996e-02
-9.582491591572761536e-03, -1.705369353294372559e-02
-8.932052180171012878e-03, -1.697587966918945312e-02
-9.095468558371067047e-03, -1.702040620148181915e-02
-9.249183349311351776e-03, -1.706009171903133392e-02
-8.895316161215305328e-03, -1.727400161325931549e-02
-8.441921323537826538e-03, -1.699214056134223938e-02
-7.386952638626098633e-03, -1.686003245413303375e-02
-6.139341276139020920e-03, -1.684506423771381378e-02
-4.488900303840637207e-03, -1.669404096901416779e-02
-3.412850666791200638e-03, -1.654179953038692474e-02
-2.416187664493918419e-03, -1.658370718359947205e-02
-5.699499743059277534e-04, -1.660920679569244385e-02
7.122531533241271973e-04, -1.634779945015907288e-02
1.911555766128003597e-03, -1.593031175434589386e-02
2.340027363970875740e-03, -1.571621000766754150e-02
2.550234785303473473e-03, -1.578246243298053741e-02
2.777129877358675003e-03, -1.627437770366668701e-02
3.627457655966281891e-03, -1.608285307884216309e-02
4.732182249426841736e-03, -1.531168818473815918e-02
5.518037825822830200e-03, -1.457911916077136993e-02
7.383781950920820236e-03, -1.489156018942594528e-02
9.432850405573844910e-03, -1.556630432605743408e-02
1.197003945708274841e-02, -1.551388576626777649e-02
1.502196304500102997e-02, -1.509864814579486847e-02
1.744564995169639587e-02, -1.429243572056293488e-02
1.919246651232242584e-02, -1.344386115670204163e-02
2.133374474942684174e-02, -1.257428992539644241e-02
